root - DEBUG - Starting ... Process #0  lista: 750
root - DEBUG - Starting ... Process #1  lista: 750
root - DEBUG - Starting ... Process #2  lista: 750
root - DEBUG - Starting ... Process #3  lista: 750
root - DEBUG - Starting ... Process #4  lista: 750
root - DEBUG - Starting ... Process #5  lista: 750
root - DEBUG - Starting ... Process #6  lista: 750
root - DEBUG - Starting ... Process #7  lista: 750
root - DEBUG - Starting ... Process #8  lista: 750
root - DEBUG - Starting ... Process #9  lista: 750
root - DEBUG - Starting ... Process #10  lista: 750
root - DEBUG - Starting ... Process #11  lista: 750
root - DEBUG - Starting ... Process #12  lista: 750
root - DEBUG - Starting ... Process #13  lista: 750
root - DEBUG - Starting ... Process #14  lista: 750
root - DEBUG - Starting ... Process #15  lista: 750
root - DEBUG - Starting ... Process #16  lista: 750
root - DEBUG - Starting ... Process #17  lista: 750
root - DEBUG - Starting ... Process #18  lista: 750
root - DEBUG - Starting ... Process #19  lista: 750
root - DEBUG - ,525510102664
,0.924908161163
root - DEBUG - ,525510102664
,0.928960084915
root - DEBUG - ,525510102664
,0.931202888489
root - DEBUG - ,525510102664
,0.955821037292
root - DEBUG - ,525510102664
,0.850630998611
root - DEBUG - ,525510102664
,0.838634967804
root - DEBUG - ,525510102664
,1.62043905258
root - DEBUG - ,525510102664
,1.6310839653
root - DEBUG - ,525510102664
,1.59430718422
root - DEBUG - ,525510102664
,1.5887169838
root - DEBUG - ,525510102664
,1.60738801956
root - DEBUG - ,525510102664
,1.5691280365
root - DEBUG - ,525510102664
,1.5255510807
root - DEBUG - ,525510102664
,0.813587903976
root - DEBUG - ,525510102664
,0.818451881409
root - DEBUG - ,525510102664
,1.5168428421
root - DEBUG - ,525510102664
,1.5192630291
root - DEBUG - ,525510102664
,0.820844888687
root - DEBUG - ,525510102664
,1.51527905464
root - DEBUG - ,525510102664
,0.813107967377
root - DEBUG - ,525510102664
,1.51380705833
root - DEBUG - ,525510102664
,1.50995588303
root - DEBUG - ,525510102664
,3.08151292801
root - DEBUG - ,525510102664
,1.51776099205
root - DEBUG - ,525510102664
,3.06222105026
root - DEBUG - ,525510102664
,1.51272201538
root - DEBUG - ,525510102664
,0.817519903183
root - DEBUG - ,525510102664
,1.51367807388
root - DEBUG - ,525510102664
,1.5126349926
root - DEBUG - ,525510102664
,1.50971984863
root - DEBUG - ,525510102664
,4.11380410194
root - DEBUG - ,525510102664
,4.11781907082
root - DEBUG - ,525510102664
,4.09604883194
root - DEBUG - ,525510102664
,4.19666099548
root - DEBUG - ,525510102664
,4.04474878311
root - DEBUG - ,525510102664
,1.51398611069
root - DEBUG - ,525510102664
,1.5191628933
root - DEBUG - ,525510102664
,1.51326394081
root - DEBUG - ,525510102664
,1.51372504234
root - DEBUG - ,525510102664
,0.809807062149
root - DEBUG - ,525510102664
,0.811779975891
root - DEBUG - ,525510102664
,4.01298308372
root - DEBUG - ,525510102664
,3.01939606667
root - DEBUG - ,525510102664
,1.50935697556
root - DEBUG - ,525510102664
,4.01142907143
root - DEBUG - ,525510102664
,1.51720809937
root - DEBUG - ,525510102664
,0.811606884003
root - DEBUG - ,525510102664
,4.01823782921
root - DEBUG - ,525510102664
,1.51833891869
root - DEBUG - ,525510102664
,3.01723790169
root - DEBUG - ,525510102664
,1.51146197319
root - DEBUG - ,525510102664
,3.02006721497
root - DEBUG - ,525510102664
,0.812427997589
root - DEBUG - ,525510102664
,1.51185798645
root - DEBUG - ,525510102664
,1.5123898983
root - DEBUG - ,525510102664
,1.51332592964
root - DEBUG - ,525510102664
,4.01410698891
root - DEBUG - ,525510102664
,3.01013612747
root - DEBUG - ,525510102664
,1.51776218414
root - DEBUG - ,525510102664
,1.51809501648
root - DEBUG - ,525510102664
,4.01766204834
root - DEBUG - ,525510102664
,4.00844287872
root - DEBUG - ,525510102664
,1.52202105522
root - DEBUG - ,525510102664
,1.5255651474
root - DEBUG - ,525510102664
,1.51150202751
root - DEBUG - ,525510102664
,1.51227807999
root - DEBUG - ,525510102664
,1.51329612732
root - DEBUG - ,525510102664
,0.811153173447
root - DEBUG - ,525510102664
,0.815527200699
root - DEBUG - ,525510102664
,1.52125000954
root - DEBUG - ,525510102664
,4.01171302795
root - DEBUG - ,525510102664
,0.818980932236
root - DEBUG - ,525510102664
,4.01238393784
root - DEBUG - ,525510102664
,1.51444411278
root - DEBUG - ,525510102664
,1.51037192345
root - DEBUG - ,525510102664
,1.51739501953
root - DEBUG - ,525510102664
,4.01336598396
root - DEBUG - ,525510102664
,0.809005975723
root - DEBUG - ,525510102664
,1.51006197929
root - DEBUG - ,525510102664
,1.51569008827
root - DEBUG - ,525510102664
,0.812133073807
root - DEBUG - ,525510102664
,1.51146006584
root - DEBUG - ,525510102664
,0.812660932541
root - DEBUG - ,525510102664
,1.51443195343
root - DEBUG - ,525510102664
,4.01339316368
root - DEBUG - ,525510102664
,4.02542209625
root - DEBUG - ,525510102664
,0.81281709671
root - DEBUG - ,525510102664
,1.5102288723
root - DEBUG - ,525510102664
,4.01540803909
root - DEBUG - ,525510102664
,4.00984787941
root - DEBUG - ,525510102664
,4.01258993149
root - DEBUG - ,525510102664
,1.51080989838
root - DEBUG - ,525510102664
,1.50945782661
root - DEBUG - ,525510102664
,1.51128602028
root - DEBUG - ,525510102664
,0.813737154007
root - DEBUG - ,525510102664
,4.01262497902
root - DEBUG - ,525510102664
,1.509152174
root - DEBUG - ,525510102664
,0.810163974762
root - DEBUG - ,525510102664
,1.51733589172
root - DEBUG - ,525510102664
,0.811767101288
root - DEBUG - ,525510102664
,1.5139439106
root - DEBUG - ,525510102664
,4.01486301422
root - DEBUG - ,525510102664
,0.813937187195
root - DEBUG - ,525510102664
,1.51368403435
root - DEBUG - ,525510102664
,1.51582479477
root - DEBUG - ,525510102664
,1.5109000206
root - DEBUG - ,525510102664
,4.01149010658
root - DEBUG - ,525510102664
,1.5138630867
root - DEBUG - ,525510102664
,4.0131020546
root - DEBUG - ,525510102664
,4.00929808617
root - DEBUG - ,525510102664
,1.51332497597
root - DEBUG - ,525510102664
,0.813990116119
root - DEBUG - ,525510102664
,3.01291489601
root - DEBUG - ,525510102664
,1.52262282372
root - DEBUG - ,525510102664
,1.52955508232
root - DEBUG - ,525510102664
,0.813831090927
root - DEBUG - ,525510102664
,1.5127620697
root - DEBUG - ,525510102664
,0.813905000687
root - DEBUG - ,525510102664
